1_8,1_2,4_1,1_14,1_3,1_9,1_6,3_20,1_10,3_3,1_7,1_23,1_19,3_23,3_2,3_9,1_16,4_5,1_11,1_18,1_28,3_6,1_17,3_7,1_15,3_15,6_1,3_19,3_8,1_5,1_24,1_12,3_1,1_1,3_13,1_27,1_13,1_4
0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
0,1,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,4,0,5,0,0,1,0,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0
0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1,9,0,0,3,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,13,0,0,0,0
0,19,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,0
7,3,0,1,1,5,3,0,3,0,1,0,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,4,0,4,0,10,0,0,3,5
0,8,0,0,2,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,8,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0
0,0,0,0,22,0,23,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
0,0,0,0,0,7,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,0,0
0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,0,10,0,34,0,0,0,0
0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
0,2,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,18,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,0,0
1,10,0,0,10,0,7,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
0,0,0,0,8,0,18,0,0,0,0,5,0,0,0,0,1,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
0,2,0,0,4,3,22,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,0,1,0,0
0,0,0,0,1,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
1,0,0,0,18,0,36,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,9,0,1,0,3,0,0,0,0
0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
0,0,0,0,20,0,11,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0
0,2,0,0,17,0,15,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,19,0,0,0,18,0,0,0,0
0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
1,6,0,4,39,0,3,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,4,0,6,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,0,6,10,13,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,19,0,11,0,0
0,0,0,0,6,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
0,1,0,0,7,0,11,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0
0,2,0,7,7,14,8,0,1,1,0,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,28,0,0,1,38,0,0,0,0
0,9,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,8,0,0
0,1,0,0,19,0,7,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0
0,2,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0
1,0,0,0,6,0,3,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0
0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,7,0,12,42,0,16,0,0,0,0,7,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,0
0,4,0,1,6,0,5,0,8,0,2,7,0,0,0,0,2,0,3,18,0,0,1,0,1,0,0,0,0,6,0,2,0,25,0,0,2,0
0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,1,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,5,23,0,1,0,0
1,1,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1,13,0,0,1,0,20,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0
0,0,0,2,4,0,27,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,15,4,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,8,0,0,11,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,27,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
0,0,0,0,16,0,8,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
7,3,0,0,26,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,8,0,4,5,4,15,0,1,0,0,1,0,0,0,0,1,0,10,6,0,0,7,0,0,0,0,0,0,2,0,3,0,29,0,0,6,2
0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,6,0,0,2,3,9,0,9,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,3,0,2,0,5,0,0,0,1
0,7,0,0,10,1,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,3,0,0,3,10,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
7,2,0,0,12,0,7,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0,3,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
0,15,0,0,51,0,32,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,23,0
0,0,0,0,8,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0
0,3,0,0,19,1,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
0,0,0,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,28,0,0,0,10,0,0,0,0,0,0,0,0,16,0,16,0,0,0,2
0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0
0,1,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,8,0,0,0,15,0,2,0,0
0,16,0,0,23,4,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0
0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0
0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,0,0,0
0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,17,0,2,0,0,0,0
4,0,0,3,17,0,7,0,1,0,0,0,0,0,2,0,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
0,1,0,1,0,0,11,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,0,1,0,7,0,0,0,1
0,2,0,0,21,0,9,0,2,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,6,0,0
0,1,0,0,5,0,29,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,3,0,1,10,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,9,0,0,0,0
0,0,0,0,1,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0
1,30,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
0,1,0,1,24,0,49,0,1,0,0,2,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,11,0,0,0,49,0,9,0,0
1,0,0,1,7,0,11,0,0,4,0,1,0,0,35,0,0,0,10,0,0,17,4,0,0,0,0,0,5,5,0,0,6,23,0,1,1,0
0,1,0,2,11,0,4,0,2,0,0,5,0,0,0,0,0,0,3,1,0,0,10,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0
0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2,6,0,2,12,0,26,0,1,0,0,17,0,0,0,0,0,0,11,0,0,0,1,0,5,0,0,0,0,2,0,1,0,23,0,4,0,1
0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,21,2,0,1,1,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0
0,6,0,0,2,0,7,0,0,0,0,45,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,3,0,4,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27,0,0,1,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,3,0,10,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,8,0,0
0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0
0,5,0,4,11,2,5,0,4,0,1,0,0,0,0,0,5,0,5,6,0,0,1,0,0,0,0,0,0,12,0,7,1,21,0,0,2,6
30,0,0,1,27,0,13,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,10,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0
0,2,0,0,18,1,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3,0,0,2,1,0,3,0,4,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,10,0,0,1,0
4,6,0,2,3,1,0,0,2,0,1,0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,0,0,0,5,0,7,0,13,0,0,2,2
0,1,0,0,16,0,4,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,7,0,12,0,2,0,0
0,6,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
0,0,0,0,0,0,49,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,15,0,23,0,0,0,0,6,0,0,1,0,0,0,15,0,0,0,2,0,1,0,0,0,1,6,0,9,0,63,0,0,0,0
1,0,0,0,23,0,11,0,6,0,1,0,0,0,0,0,0,0,52,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
0,12,0,0,0,0,5,0,0,1,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,6,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,8,0,0,1,41,0,0,0,0
0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,11,0,22,0,0
0,6,0,0,2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,9,0,1,2,7,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,2,0,1,4,0,9,0,0,0,4,2,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,5,0,18,0,24,0,0,1,6
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0
0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,2,0,1,0,0,0,0,16,0,2,0,0,0,0,0,0
0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,10,0,0,0,0
0,4,0,0,4,0,8,0,4,0,0,10,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,13,0,0,0,0
0,3,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,55,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,1,0,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0
0,2,0,0,9,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
0,0,0,0,14,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,5,0,0,7,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,7,0,0,0,3,0,0,0,0
0,0,0,0,13,0,56,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0
0,1,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0
2,2,0,0,22,5,26,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,3,0,4,0,0,0,0,1,0,3,0,9,0,0,1,0
3,2,0,0,8,0,19,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0
0,5,0,0,8,0,13,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27,0,2,0,0
0,0,0,0,41,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,3,0,0,3,4,15,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,4,0,4,0,19,0,0,0,0
0,2,0,0,2,0,7,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
7,1,0,0,21,6,46,0,1,0,0,12,0,0,0,0,1,0,38,0,0,0,29,0,12,0,0,0,0,17,0,12,0,44,0,0,0,0
0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
