user_id,item_id,cate_id,action_type,action_time
16353970,500875,1_6,deep_view,1487174416
4741134,524709,1_3,deep_view,1487174416
5424208,506577,1_6,view,1487174416
7860284,535086,1_3,deep_view,1487174416
13794253,535329,1_6,view,1487174417
14047369,483756,1_3,deep_view,1487174417
6013645,535604,1_1,deep_view,1487174417
15767188,530118,1_1,deep_view,1487174418
16394891,534806,1_13,deep_view,1487174418
16521865,519308,1_11,view,1487174418
16713795,535939,1_14,deep_view,1487174418
11874698,526467,1_6,deep_view,1487174419
12070750,528633,1_6,view,1487174419
12758595,475010,1_5,deep_view,1487174419
14380477,535453,1_1,view,1487174419
6565504,498359,1_6,deep_view,1487174419
8350505,527026,1_6,view,1487174419
12298949,471954,1_5,view,1487174420
15388897,535453,1_1,view,1487174420
7500423,533352,1_12,view,1487174420
10942732,525403,1_3,deep_view,1487174421
11476563,534872,1_5,view,1487174421
11735789,513719,1_6,deep_view,1487174421
12461333,485931,1_12,deep_view,1487174421
14014150,535182,1_5,view,1487174421
15905528,520258,1_23,view,1487174421
5837867,532765,1_11,view,1487174421
6584565,527252,1_1,deep_view,1487174421
15490482,535355,1_6,view,1487174422
15716718,520655,1_2,view,1487174422
16612844,529106,1_11,deep_view,1487174422
5425834,535293,1_1,view,1487174422
11212431,522485,1_11,view,1487174423
13258357,455024,1_3,deep_view,1487174423
16823911,535412,1_13,deep_view,1487174423
253504,535498,1_15,deep_view,1487174423
5641217,484737,1_17,view,1487174423
7744558,479357,1_5,deep_view,1487174423
10973851,534858,1_3,view,1487174424
11208015,527252,1_1,deep_view,1487174424
11926685,525278,1_1,deep_view,1487174424
12721983,535354,1_17,deep_view,1487174424
5728852,474608,1_4,deep_view,1487174424
13935451,523876,1_11,deep_view,1487174425
15767188,527519,1_1,view,1487174425
16212779,517379,1_3,deep_view,1487174425
4741134,535304,1_2,view,1487174425
5594675,501953,1_17,deep_view,1487174425
6013645,535140,1_1,view,1487174425
7912128,512607,1_3,deep_view,1487174425
10923030,535604,1_1,deep_view,1487174426
1255853,535745,1_6,view,1487174426
13623471,505520,1_17,deep_view,1487174426
14260619,472921,1_23,view,1487174426
14346999,524776,1_3,view,1487174426
15113251,491156,1_27,deep_view,1487174426
15660469,535429,1_3,deep_view,1487174426
5902475,526077,1_1,view,1487174426
8432959,531164,1_23,deep_view,1487174426
6088961,535056,1_6,deep_view,1487174427
11528245,489580,1_27,view,1487174428
12097109,535337,1_17,view,1487174428
12274744,500766,1_1,deep_view,1487174428
14047369,535412,1_13,view,1487174428
16131594,525371,1_11,view,1487174428
2701175,536006,1_1,view,1487174428
6599671,529650,1_17,view,1487174428
10257473,519155,1_6,view,1487174429
11743258,527351,1_17,deep_view,1487174429
12509302,535339,1_3,deep_view,1487174429
13258357,526305,1_6,view,1487174429
154007,506921,1_6,deep_view,1487174429
11208015,527350,1_1,view,1487174430
12751598,535310,1_6,view,1487174430
16243453,524690,1_3,view,1487174430
7860284,485286,1_8,view,1487174430
11079441,526557,1_6,view,1487174431
11735789,519074,1_6,view,1487174431
12535420,529308,1_17,view,1487174431
15068441,527378,1_17,view,1487174431
15500307,529483,1_14,deep_view,1487174431
15952583,496530,1_3,view,1487174431
16612844,535384,1_6,view,1487174431
16679631,535491,1_1,deep_view,1487174431
1705634,535293,1_1,view,1487174431
347548,535339,1_3,view,1487174431
6584565,527350,1_1,view,1487174431
660583,522542,1_27,deep_view,1487174431
6992500,534579,1_1,deep_view,1487174431
12228425,535510,1_1,deep_view,1487174432
12274744,536009,1_1,view,1487174432
15388897,535453,1_1,deep_view,1487174432
2011129,527465,1_3,view,1487174432
4985298,500695,1_4,view,1487174432
6088961,535051,1_6,view,1487174432
12618054,524825,1_11,deep_view,1487174433
13928218,485524,1_3,view,1487174433
154007,491979,1_5,view,1487174433
16301241,500738,1_3,view,1487174433
11989672,526809,1_10,view,1487174434
13129796,534200,3_23,view,1487174435
14345590,534162,1_1,view,1487174435
14392713,535429,1_3,deep_view,1487174435
15512010,534221,1_11,deep_view,1487174435
16239528,520522,1_27,deep_view,1487174435
16284566,527508,1_11,view,1487174436
16284566,535332,1_11,view,1487174436
1959704,531149,1_6,deep_view,1487174436
3186657,529967,1_6,deep_view,1487174436
12097109,535424,1_13,view,1487174437
13284163,492995,1_27,deep_view,1487174437
14625171,468196,1_11,deep_view,1487174437
15905528,520258,1_23,deep_view,1487174437
3828137,487109,1_27,view,1487174437
4657318,535420,1_15,view,1487174437
11352404,527484,1_6,view,1487174438
11743258,442152,1_9,view,1487174438
13137992,528816,1_17,deep_view,1487174438
14254225,495883,1_3,deep_view,1487174438
15113251,530559,1_11,view,1487174438
15500307,529749,1_14,view,1487174438
16200258,482334,1_23,deep_view,1487174438
16608600,499297,1_6,deep_view,1487174438
10923030,535466,1_1,view,1487174439
14746021,524335,1_1,view,1487174439
11677268,473662,1_11,view,1487174440
13676676,219614,3_1,deep_view,1487174440
16301241,500738,1_3,deep_view,1487174440
6013645,535140,1_1,deep_view,1487174440
13623471,462034,1_27,view,1487174441
13935451,515794,1_11,view,1487174441
14511637,532904,1_1,view,1487174441
15828825,532297,1_3,view,1487174441
6141295,534747,1_9,deep_view,1487174441
11131195,378611,3_2,view,1487174442
12220024,474425,1_3,deep_view,1487174442
2805622,535357,1_8,view,1487174442
915056,502276,3_23,deep_view,1487174442
11735789,519074,1_6,deep_view,1487174443
12340003,535421,1_6,view,1487174443
13239969,535335,1_6,view,1487174443
16382703,504097,1_17,view,1487174443
660583,533862,1_1,view,1487174443
8350505,527026,1_6,deep_view,1487174443
15090935,522039,1_17,view,1487174444
16015266,474298,1_2,view,1487174444
7744558,534043,1_18,view,1487174444
13794253,535329,1_6,deep_view,1487174445
15905528,533041,1_2,view,1487174445
16309619,532544,1_10,view,1487174445
11079441,526557,1_6,deep_view,1487174446
11989672,526809,1_10,deep_view,1487174446
14014150,535182,1_5,deep_view,1487174446
15401530,535829,1_6,view,1487174446
16301241,535959,1_3,view,1487174446
253504,535985,1_2,view,1487174446
5902475,526077,1_1,deep_view,1487174446
6513950,531773,1_11,deep_view,1487174446
10139967,535415,1_6,view,1487174447
1255853,535745,1_6,deep_view,1487174447
13174369,492169,1_11,deep_view,1487174447
15894951,491934,1_23,deep_view,1487174447
16713795,534210,1_14,view,1487174447
1705634,534978,1_1,view,1487174447
6013645,508139,1_11,view,1487174447
8931404,464810,1_2,deep_view,1487174447
11415004,535353,1_17,view,1487174448
11735789,535361,1_8,view,1487174448
11989672,526077,1_1,view,1487174448
12070750,533929,1_1,view,1487174448
12721983,535293,1_1,view,1487174448
13086644,532532,1_1,view,1487174448
13816085,483873,1_14,deep_view,1487174448
16612844,535384,1_6,deep_view,1487174448
6088961,535051,1_6,deep_view,1487174448
14625171,518191,1_8,view,1487174449
15967218,479012,1_3,view,1487174449
16524541,468980,1_3,deep_view,1487174449
6565504,535339,1_3,view,1487174449
9214572,522601,1_14,view,1487174449
16351976,527443,1_1,deep_view,1487174450
10443604,500800,1_5,deep_view,1487174451
10923030,535466,1_1,deep_view,1487174451
3731826,526514,1_11,view,1487174451
4994148,524514,1_3,view,1487174451
5074518,509613,1_2,deep_view,1487174451
5425834,535293,1_1,deep_view,1487174451
11352404,527484,1_6,deep_view,1487174452
11673741,533788,1_6,deep_view,1487174452
11677268,473662,1_11,deep_view,1487174452
13815234,458232,1_6,view,1487174452
16823916,535362,1_2,view,1487174452
4994148,524514,1_3,view,1487174452
12758595,535363,1_6,view,1487174453
15894951,510496,1_23,view,1487174453
16811130,403101,3_2,deep_view,1487174453
2701175,536006,1_1,deep_view,1487174453
6943823,476905,1_3,view,1487174453
11533849,529106,1_11,view,1487174454
6088961,534097,1_11,view,1487174454
6381942,534105,1_2,deep_view,1487174454
7287705,526618,1_11,deep_view,1487174454
7500423,533352,1_12,deep_view,1487174454
8538413,535421,1_6,deep_view,1487174454
11352404,527493,1_6,view,1487174455
11673741,533786,1_8,view,1487174455
13347282,524035,3_6,deep_view,1487174455
13845881,535399,1_9,view,1487174455
15129333,535090,1_4,view,1487174455
2208873,479320,1_6,deep_view,1487174455
3121053,528504,1_6,view,1487174455
11476563,534872,1_5,deep_view,1487174456
11677268,535235,1_11,view,1487174456
13623471,462034,1_27,deep_view,1487174456
14345590,534162,1_1,deep_view,1487174456
14511637,532904,1_1,deep_view,1487174456
16239528,523306,1_12,view,1487174456
16612844,535151,1_15,view,1487174456
16817560,535429,1_3,view,1487174456
2701175,529392,1_17,view,1487174456
6985683,460475,1_3,deep_view,1487174456
7744558,534043,1_18,deep_view,1487174456
13131175,519886,1_17,deep_view,1487174457
13470135,535384,1_6,deep_view,1487174457
13816940,535354,1_17,deep_view,1487174457
14014150,511531,1_6,view,1487174457
14392713,527465,1_3,view,1487174457
15889693,483406,1_9,deep_view,1487174457
16412726,535800,1_5,view,1487174457
16811130,473360,3_2,view,1487174457
7860284,485286,1_8,deep_view,1487174457
10373121,525484,1_3,view,1487174458
13180329,533102,1_1,view,1487174458
13397746,505996,1_7,view,1487174458
15512010,525403,1_3,view,1487174458
7908369,503571,1_23,deep_view,1487174458
8967021,527380,1_23,deep_view,1487174458
1255853,500522,1_6,view,1487174459
13576473,497681,1_13,deep_view,1487174459
1705634,534978,1_1,deep_view,1487174459
4741134,535304,1_2,deep_view,1487174459
14734294,497842,1_8,view,1487174460
15016668,535276,1_6,deep_view,1487174460
2011129,527465,1_3,deep_view,1487174460
2971063,449199,1_15,view,1487174460
347548,535339,1_3,deep_view,1487174460
5728852,464897,1_4,view,1487174460
5728852,474608,1_4,view,1487174460
11874698,511181,1_23,view,1487174461
11922615,533298,1_23,view,1487174461
12646404,529724,1_3,deep_view,1487174461
12799141,531289,1_1,deep_view,1487174461
5156545,519518,1_1,view,1487174461
6565504,535339,1_3,deep_view,1487174461
11735789,535361,1_8,deep_view,1487174462
12308175,455237,1_23,view,1487174462
5506291,532577,1_1,view,1487174462
7584171,525944,1_6,view,1487174462
10973851,534858,1_3,deep_view,1487174463
12738420,526167,1_2,view,1487174463
12995738,514674,1_27,view,1487174463
13787833,515794,1_11,deep_view,1487174463
15660469,489756,1_27,view,1487174463
16713795,534210,1_14,deep_view,1487174463
5594675,527351,1_17,view,1487174463
660583,533862,1_1,deep_view,1487174463
12774733,536006,1_1,deep_view,1487174464
13137992,527351,1_17,view,1487174464
13258357,526305,1_6,deep_view,1487174464
13284163,475884,1_27,view,1487174464
13815234,458232,1_6,deep_view,1487174464
14538665,319867,1_1,view,1487174464
15490482,535355,1_6,deep_view,1487174464
16301241,535959,1_3,deep_view,1487174464
6013645,508139,1_11,deep_view,1487174464
11079441,485455,1_3,view,1487174465
13623471,530274,1_23,view,1487174465
13928217,534978,1_1,view,1487174465
15163953,534170,1_1,deep_view,1487174465
15248184,535985,1_2,deep_view,1487174465
154007,525365,1_5,view,1487174465
4044322,534882,1_2,view,1487174465
464947,535686,1_5,view,1487174465
10748748,520953,1_27,deep_view,1487174466
12664248,534353,1_6,view,1487174466
15768108,522245,1_3,view,1487174466
4657318,535420,1_15,deep_view,1487174466
6088961,534097,1_11,deep_view,1487174466
6377406,534846,1_11,view,1487174466
13358315,535827,1_2,view,1487174467
16377198,521659,3_1,view,1487174467
16764389,535217,1_10,view,1487174467
16811130,410941,3_2,view,1487174467
4580436,500531,1_10,deep_view,1487174467
4657318,487496,1_15,view,1487174467
7500423,530844,1_5,view,1487174467
10348517,535974,1_6,deep_view,1487174468
10923030,535261,1_1,view,1487174468
14214991,533689,1_1,view,1487174468
14367772,484321,1_3,deep_view,1487174468
15194983,535253,1_1,view,1487174468
13360265,521541,1_6,view,1487174469
13645708,500704,1_6,view,1487174469
14392713,527465,1_3,view,1487174469
16152640,525108,1_11,view,1487174469
2701175,529392,1_17,deep_view,1487174469
5939743,535391,1_1,view,1487174469
6013645,522781,1_9,view,1487174469
6088961,492420,1_11,view,1487174469
12721983,535293,1_1,deep_view,1487174470
13258357,442686,1_17,view,1487174470
14963415,534231,1_1,view,1487174470
15490482,535316,1_6,view,1487174470
7287705,526460,1_11,view,1487174470
12070750,533929,1_1,deep_view,1487174471
14388037,517744,1_11,deep_view,1487174471
6943823,476905,1_3,deep_view,1487174471
12340003,535421,1_6,deep_view,1487174472
13180329,533606,1_6,view,1487174472
13815234,456373,1_6,view,1487174472
14254225,455571,1_3,view,1487174472
15163953,533849,1_1,view,1487174472
16536983,535384,1_6,view,1487174472
4994148,524514,1_3,deep_view,1487174472
507586,532787,1_1,view,1487174472
7860284,515300,1_3,view,1487174472
10348517,535933,1_6,view,1487174473
10443604,500800,1_5,view,1487174473
14095921,524177,1_11,deep_view,1487174473
14511637,520682,1_27,view,1487174473
16351976,527557,1_1,view,1487174473
16412726,535689,1_5,view,1487174473
2701175,529766,1_15,view,1487174473
3110323,534011,1_1,view,1487174473
3904697,494908,1_6,view,1487174473
5156545,519518,1_1,deep_view,1487174473
7792753,425275,1_23,deep_view,1487174473
11352404,494977,1_6,view,1487174474
12799141,530568,1_1,view,1487174474
13372061,528965,1_1,view,1487174474
16284566,527508,1_11,deep_view,1487174474
660583,534978,1_1,view,1487174474
11735789,513337,1_14,view,1487174475
15512010,525403,1_3,deep_view,1487174475
15835549,524891,1_11,view,1487174475
16612844,535151,1_15,deep_view,1487174475
5641217,484737,1_17,deep_view,1487174475
11528245,489580,1_27,deep_view,1487174476
12184542,535273,1_11,deep_view,1487174476
12509302,504305,1_3,view,1487174476
15500307,529749,1_14,deep_view,1487174476
5156545,533849,1_1,view,1487174476
6565504,512015,1_6,view,1487174476
12220024,533318,1_3,view,1487174477
14811540,472917,1_11,view,1487174477
154007,525365,1_5,deep_view,1487174477
464947,535686,1_5,deep_view,1487174477
14102379,530195,1_14,view,1487174478
14346999,524776,1_3,deep_view,1487174478
15019146,534639,1_1,view,1487174478
15351489,533273,1_17,view,1487174478
16239528,523306,1_12,deep_view,1487174478
15889693,501123,1_6,view,1487174479
16382703,527410,1_17,view,1487174479
2743638,527336,1_11,deep_view,1487174479
10923030,535261,1_1,deep_view,1487174480
2805622,535357,1_8,deep_view,1487174480
3262614,533294,1_11,deep_view,1487174480
4657318,487496,1_15,deep_view,1487174480
5425834,499845,1_17,view,1487174480
11559359,534485,1_1,deep_view,1487174481
11996914,530796,1_14,deep_view,1487174481
1255853,500522,1_6,deep_view,1487174481
13131175,481446,1_17,view,1487174481
14854239,500007,1_3,deep_view,1487174481
15359384,486928,1_3,deep_view,1487174481
15500307,533502,1_11,view,1487174481
15512010,535350,1_1,view,1487174481
15790200,523454,1_18,view,1487174481
4298629,533924,1_1,view,1487174481
5064046,531819,1_12,view,1487174481
11743258,439951,1_17,view,1487174482
154007,533678,1_6,view,1487174482
16361853,535350,1_1,deep_view,1487174482
13239969,535335,1_6,deep_view,1487174483
13794253,535382,1_6,view,1487174483
15129333,535090,1_4,deep_view,1487174483
15194983,535253,1_1,deep_view,1487174483
15952583,496530,1_3,deep_view,1487174483
12431632,533264,1_3,view,1487174484
13174369,483378,1_3,view,1487174484
14214991,435545,1_12,view,1487174484
4657318,526467,1_6,view,1487174484
4994148,527348,1_11,view,1487174484
10973851,535415,1_6,view,1487174485
1255853,535757,1_6,view,1487174485
15967218,479012,1_3,deep_view,1487174485
2882887,526077,1_1,deep_view,1487174485
3110323,534011,1_1,deep_view,1487174485
10056926,463683,1_2,deep_view,1487174486
11449231,534558,1_6,deep_view,1487174486
12308175,455237,1_23,deep_view,1487174486
12799141,530568,1_1,deep_view,1487174486
13815234,456373,1_6,deep_view,1487174486
15016668,527433,1_15,view,1487174486
2701175,529766,1_15,deep_view,1487174486
507586,532787,1_1,deep_view,1487174486
6473369,481046,3_2,view,1487174486
7584171,525944,1_6,view,1487174486
7601123,530463,1_6,view,1487174486
16284566,495010,1_11,view,1487174487
16284566,527508,1_11,view,1487174487
16785213,437141,1_8,view,1487174487
1705634,535293,1_1,view,1487174487
3911406,530995,1_3,view,1487174487
8432959,520105,1_6,view,1487174487
9275525,536006,1_1,view,1487174487
11743258,439951,1_17,view,1487174488
14345590,531451,1_1,view,1487174488
14538665,319867,1_1,deep_view,1487174488
15905528,533041,1_2,deep_view,1487174488
5156545,533849,1_1,deep_view,1487174488
13470135,527523,1_6,view,1487174489
15194983,533689,1_1,view,1487174489
3186657,383299,1_10,view,1487174489
4890299,531062,1_3,view,1487174489
491266,535362,1_2,deep_view,1487174489
6513950,535362,1_2,view,1487174489
11673741,531168,1_3,view,1487174490
12340003,484074,1_3,view,1487174490
15019146,534639,1_1,deep_view,1487174490
15113251,530559,1_11,deep_view,1487174490
15952583,476223,1_2,view,1487174490
3110323,534000,1_1,view,1487174490
660583,534978,1_1,deep_view,1487174490
8538413,535420,1_15,view,1487174490
9214572,535362,1_2,view,1487174490
10443604,535437,1_5,view,1487174491
11415004,535337,1_17,view,1487174491
14095921,526720,1_23,view,1487174491
16470315,526888,1_6,view,1487174491
2011129,525212,1_6,view,1487174491
290674,532735,1_6,view,1487174491
6044683,527533,1_13,view,1487174491
11528245,506836,1_14,view,1487174492
14746164,535217,1_10,view,1487174492
15835549,524891,1_11,deep_view,1487174492
12799141,531378,1_1,view,1487174493
12825606,534000,1_1,view,1487174493
13086644,532532,1_1,deep_view,1487174493
15790200,523454,1_18,deep_view,1487174493
464947,500972,1_5,view,1487174493
8345409,533723,1_3,view,1487174493
10373121,525484,1_3,deep_view,1487174494
11717113,535604,1_1,view,1487174494
11735789,535407,1_8,view,1487174494
13816085,488489,1_14,view,1487174494
14014150,511531,1_6,deep_view,1487174494
154007,533678,1_6,deep_view,1487174494
16260350,535410,1_6,deep_view,1487174494
16764389,535217,1_10,deep_view,1487174494
3904697,494908,1_6,deep_view,1487174494
4298629,533924,1_1,deep_view,1487174494
6141295,534998,1_9,view,1487174494
12298949,526275,1_1,view,1487174495
12308175,518902,1_23,view,1487174495
15019146,534288,1_1,view,1487174495
15512010,535350,1_1,deep_view,1487174495
15660469,489756,1_27,deep_view,1487174495
15768108,522245,1_3,deep_view,1487174495
16733489,493063,1_3,deep_view,1487174495
4733973,535134,1_6,deep_view,1487174495
5837867,532765,1_11,deep_view,1487174495
13347282,526883,3_6,view,1487174496
14346999,529720,1_3,view,1487174496
15828825,532297,1_3,deep_view,1487174496
16131594,525371,1_11,deep_view,1487174496
2701175,481127,1_15,view,1487174496
6088961,492420,1_11,deep_view,1487174496
11352404,494977,1_6,deep_view,1487174497
5156545,515923,1_6,view,1487174497
5265631,534170,1_1,view,1487174497
10373121,523988,1_23,view,1487174498
12980055,524396,1_11,view,1487174498
13816940,535083,1_17,view,1487174498
154007,534224,1_11,view,1487174498
16538827,482058,1_3,view,1487174498
12618054,526382,1_11,view,1487174499
12721983,478742,1_3,view,1487174499
14316587,533054,1_6,view,1487174499
16200258,535329,1_6,view,1487174499
2805622,535188,1_6,view,1487174499
4298629,474198,1_3,view,1487174499
5902475,524529,1_6,view,1487174499
7287705,526460,1_11,view,1487174499
11996914,510089,1_27,view,1487174500
14094842,530299,1_6,deep_view,1487174500
1811814,484810,1_6,view,1487174500
5728852,464897,1_4,deep_view,1487174500
16538827,482058,1_3,view,1487174501
1705634,535350,1_1,view,1487174501
172787,511220,1_11,view,1487174501
6088961,494309,1_11,view,1487174501
11131195,378611,3_2,deep_view,1487174502
13372061,528965,1_1,deep_view,1487174502
14543938,535991,1_2,deep_view,1487174502
15139767,527351,1_17,deep_view,1487174502
2208873,527253,1_2,view,1487174502
3904697,496051,1_6,view,1487174502
660583,534894,1_11,view,1487174502
6943823,481906,1_3,view,1487174502
7744558,514529,1_6,view,1487174502
11352404,479760,1_6,view,1487174503
12340003,484074,1_3,deep_view,1487174503
13258357,442686,1_17,deep_view,1487174503
15163953,533849,1_1,deep_view,1487174503
15194983,533689,1_1,deep_view,1487174503
15767188,527519,1_1,deep_view,1487174503
163020,536009,1_1,view,1487174503
2743638,525108,1_11,view,1487174503
3110323,534000,1_1,deep_view,1487174503
4580436,535217,1_10,view,1487174503
10348517,535933,1_6,deep_view,1487174504
13794253,535382,1_6,deep_view,1487174504
14345590,531451,1_1,deep_view,1487174504
14734294,497842,1_8,deep_view,1487174504
440276,535415,1_6,view,1487174504
8931404,473607,1_2,view,1487174504
9266702,534266,1_1,view,1487174504
12799141,531378,1_1,deep_view,1487174505
12825606,534000,1_1,deep_view,1487174505
13676676,141636,3_1,view,1487174505
14047369,535412,1_13,deep_view,1487174505
2071421,531142,1_3,view,1487174505
5074518,527520,1_2,view,1487174505
7494776,531061,1_6,view,1487174505
12097109,535337,1_17,deep_view,1487174506
12735779,526431,1_6,view,1487174506
4044322,534882,1_2,deep_view,1487174506
507586,535421,1_6,view,1487174506
12664248,534353,1_6,deep_view,1487174507
15019146,534288,1_1,deep_view,1487174507
15388897,497887,1_6,view,1487174507
15894951,510496,1_23,deep_view,1487174507
16744687,535410,1_6,deep_view,1487174507
4890299,531062,1_3,view,1487174507
6599671,529650,1_17,deep_view,1487174507
7584171,525944,1_6,view,1487174507
13156768,426867,1_17,deep_view,1487174508
13676676,207101,3_1,view,1487174508
14388037,515238,1_11,view,1487174508
15163953,502673,1_6,view,1487174508
15194983,531901,1_1,view,1487174508
16449189,512223,1_17,view,1487174508
2701175,481127,1_15,deep_view,1487174508
3121053,528504,1_6,deep_view,1487174508
4734956,500663,1_1,deep_view,1487174508
11735789,535407,1_8,deep_view,1487174509
13958113,510060,1_17,view,1487174509
6088961,494309,1_11,view,1487174509
6473369,469857,3_2,view,1487174509
7222308,463110,1_17,view,1487174509
7638340,525403,1_3,deep_view,1487174509
11743258,535429,1_3,view,1487174510
12980055,524396,1_11,deep_view,1487174510
13676676,267546,3_1,view,1487174510
15174521,425413,1_11,deep_view,1487174510
3828137,487109,1_27,deep_view,1487174510
6565504,512015,1_6,deep_view,1487174510
10443604,535318,1_5,view,1487174511
11387618,535025,1_7,view,1487174511
13515325,531485,3_6,view,1487174511
13682156,418374,3_2,view,1487174511
15790200,535352,1_5,view,1487174511
2348287,533054,1_6,deep_view,1487174511
2679186,535025,1_7,view,1487174511
3110323,496228,1_3,view,1487174511
6088961,494309,1_11,view,1487174511
8764741,534380,1_23,deep_view,1487174511
11735789,510580,1_6,view,1487174512
12062899,523829,1_17,view,1487174512
13682156,395350,3_2,view,1487174512
13816940,535083,1_17,deep_view,1487174512
15113251,529853,1_6,view,1487174512
4237791,524505,1_8,view,1487174512
5728852,155543,1_5,view,1487174512
5728852,464897,1_4,view,1487174512
11745956,532798,1_1,deep_view,1487174513
13131175,481446,1_17,deep_view,1487174513
13935451,515794,1_11,deep_view,1487174513
14746021,524335,1_1,deep_view,1487174513
15889693,501123,1_6,deep_view,1487174513
16353970,535881,1_6,view,1487174513
16538827,482058,1_3,deep_view,1487174513
1705634,535350,1_1,deep_view,1487174513
12825606,533658,1_1,view,1487174514
13372061,528980,1_1,view,1487174514
13460081,533350,1_3,view,1487174514
13682156,433490,3_2,view,1487174514
15835549,526374,1_11,view,1487174514
16301241,500768,1_3,view,1487174514
4994148,527348,1_11,deep_view,1487174514
11677268,535235,1_11,deep_view,1487174515
14071316,535477,1_1,view,1487174515
16243453,524690,1_3,deep_view,1487174515
163020,536009,1_1,deep_view,1487174515
16395350,533011,1_11,view,1487174515
16411894,475638,1_8,view,1487174515
7500423,530844,1_5,deep_view,1487174515
13815234,462530,1_6,view,1487174516
13845881,535399,1_9,deep_view,1487174516
15090935,522039,1_17,deep_view,1487174516
15334530,526484,1_1,view,1487174516
5074518,527520,1_2,view,1487174516
6141295,534998,1_9,deep_view,1487174516
6473369,473360,3_2,view,1487174516
9266702,534266,1_1,deep_view,1487174516
10884670,535975,1_6,view,1487174517
12721983,534841,1_1,view,1487174517
